"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge","type"
"PID_NFAT_TFPATHWAY",0.181458003169572,0.802536446604243,0.395801013887797,1.20529011478144,915,40,"GATA3 IL2RA NFATC2 GBP3 CD40LG FOSL1 IKZF1 NFATC1 TBX21 TLE4 SLC3A2 CDK4 CBLB NFATC3 TNF CASP3 PPARG","c2.cp"
"REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS",0.182817182817183,0.802536446604243,0.450475414258068,1.23683192030724,914,25,"GPC5 SDC2 GPC3 SDC4 HSPG2 BGN DCN GPC6 SDC3 CSPG4 BCAN GPC4 GXYLT2 VCAN","c2.cp"
"REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI",0.184475607347422,0.803011467277015,0.494545294118786,1.25696499054071,933,18,"S100A12 TLR3 SAA1 S100B RELA NFKB2 CHUK RIPK3 AGER NFKBIB RIPK1 ZBP1 TICAM1","c2.cp"
"REACTOME_TOLL_RECEPTOR_CASCADES",0.183833627624093,0.803011467277015,0.314958449286788,1.15195293782701,936,114,"UNC93B2 S100A12 TLR4 CD180 TLR8 CTSS TLR5 MYD88 IKBKE TLR3 SAA1 TLR1 PELI1 UNC93B1 MAPKAPK3 MAPKAPK2 CD14 MAP3K1 PLCG2 TLR2 MAPK7 LY86 TAB2 LY96 IRAK4 IRAK3 MAPK1 S100B RPS6KA5 BTK NOD1 SIGIRR HSP90B1 RELA NFKB2 PPP2R1B CHUK TLR7","c2.cp"
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.19047619047619,0.808108413325805,0.451395295166686,1.23038060911178,955,24,"TKTL1 FBP1 TKTL2 PGM1 PGM2 H6PD DERA ALDOC TKT PGD","c2.cp"
"KEGG_LYSINE_DEGRADATION",0.189333862014274,0.808108413325805,0.396778809799418,1.2004759825133,954,39,"PIPOX BBOX1 ALDH7A1 EHHADH PLOD2 ALDH2 ALDH9A1 HADHA AASS HADH GCDH ALDH3A2 PLOD1 ACAT1 EHMT2 SETD7 TMLHE SUV39H2 DLST SETMAR AASDH EHMT1 OGDH ECHS1","c2.cp"
"KEGG_PROPANOATE_METABOLISM",0.186650679456435,0.808108413325805,0.418564818042439,1.21433515557378,933,32,"LDHC ALDH7A1 SUCLG2 EHHADH ALDH6A1 ACSS3 ALDH2 ALDH9A1 ACSS1 HADHA LDHAL6B ACACB ALDH3A2 HIBCH ABAT MUT ACAT1 LDHB","c2.cp"
"BIOCARTA_NTHI_PATHWAY",0.1906,0.808108413325805,0.456148671641517,1.23029529255601,952,23,"MYD88 TGFBR2 MAP3K14 TLR2 TGFBR1 RELA CHUK TNF NFKB1 MAP2K3 IL1B EP300","c2.cp"
"BIOCARTA_ACTINY_PATHWAY",0.191106719367589,0.808108413325805,0.474702644058163,1.23810224271086,966,20,"NTRK1 PIR WASF2 WASF3 ARPC1B NCK1 ARPC2 ABI2 ARPC3 ACTR3","c2.cp"
"PID_TAP63_PATHWAY",0.187735661837666,0.808108413325805,0.365062506387027,1.17963946805703,945,54,"NQO1 TP63 ITGB4 CABLES1 FAS DHRS3 CDKN1A GADD45A S100A2 JAG1 PERP DST SERPINB5 SP1 VDR CDKN2A WWP1 CHUK ABL1 DICER1 EP300 HBP1 SHH AEN TFAP2C PML","c2.cp"
"REACTOME_RNA_POL_I_PROMOTER_OPENING",0.189523248969982,0.808108413325805,0.375997727578037,1.18951842630426,965,48,"HIST2H3D HIST2H4A H3F3AP6 HIST2H3C HIST2H3A HIST1H2AD HIST2H4B HIST1H2BK HIST1H2AB HIST4H4 HIST2H2AA4 HIST1H3D HIST1H2BC HIST1H2BE HIST1H2AC HIST2H2AC HIST1H2BJ HIST1H4I HIST1H3G HIST1H2BF HIST1H4C MBD2 HIST1H2BD","c2.cp"
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.192901544014438,0.809535403867388,0.410245619389135,1.2045374141235,961,34,"MAT1A DNMT3L SDS AHCYL1 LDHC IL4I1 AHCYL2 LDHAL6B ADI1 CBS TRDMT1","c2.cp"
"REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE",0.193006993006993,0.809535403867388,0.446035666099372,1.22464208248925,965,25,"MYH11 ERBB2 MYL9 LIMK2 RAC2 RHOC PLXNB1 RHOB ROCK1 RHOG RHOA","c2.cp"
"BIOCARTA_TOLL_PATHWAY",0.194753577106518,0.813567362428843,0.400493425811678,1.19788660188215,979,37,"TLR4 PGLYRP1 PPARA MYD88 MAP3K14 TLR3 CD14 MAP3K1 TLR2 TAB2 LY96 RELA CHUK TLR7 NFKB1 IRAK1 MAP2K3","c2.cp"
"REACTOME_INSULIN_RECEPTOR_RECYCLING",0.19761567993534,0.814999667265589,-0.461355313908449,-1.21855003464321,977,21,"ATP6V1G2 ATP6V1C2 ATP6V1C1 ATP6V1A ATP6V1B2 ATP6V0B ATP6V0A4 ATP6V0C ATP6V1D ATP6V0D1 ATP6V1E1 INSR ATP6V1H ATP6V1G1 ATP6V1F","c2.cp"
"REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION",0.19814421032283,0.814999667265589,0.318840200836554,1.14608472989108,1024,101,"APOA2 ABCA1 TBL1X CTGF CYP7A1 YAP1 AGT PPARA WWTR1 CPT2 PLIN2 TXNRD1 TEAD3 TEAD1 APOA1 TEAD4 ME1 CPT1A ANGPTL4 G0S2 ACOX1 APOA5 ABCB4 ACSL1 CD36 PEX11A SREBF1 RXRA NCOA2","c2.cp"
"REACTOME_HS_GAG_DEGRADATION",0.19703557312253,0.814999667265589,0.471476978632683,1.22968917898031,996,20,"GPC5 SDC2 HPSE2 GPC3 SDC4 HSPG2 GPC6 SDC3 NAGLU GPC4 GLB1 SGSH","c2.cp"
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX",0.198243162307846,0.814999667265589,0.355831719750165,1.16748193889103,992,60,"SERPINE1 PARD3 WWTR1 TGFBR2 CDKN2B PMEPA1 TGIF2 FKBP1A HDAC1 PPP1R15A TGFBR1 TGFB1 TFDP1 TGIF1 SP1 SMURF2 RHOA MYC PARP1 PPP1CC F11R PPP1CA RPS27A UBA52","c2.cp"
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.206760229294327,0.817274822503055,0.355586386661986,1.15942403189783,1045,57,"CASP5 CXCL1 CCL5 CCL2 CARD6 CCL13 TRIP6 IL18 TNFAIP3 PYCARD CASP1 HSP90AA1 TAB2 CARD8 MAPK1 NOD1 BIRC3 HSP90B1 RELA CHUK TNF NFKB1","c2.cp"
"BIOCARTA_NO1_PATHWAY",0.215362959983913,0.817274822503055,-0.413862101259149,-1.18353028610254,1070,29,"KNG1 TNNI1 PRKAR1B PRKG2 PDE2A CHRM1 BDKRB2 SLC7A1 CALM3 CHRNA1","c2.cp"
"BIOCARTA_ECM_PATHWAY",0.2134,0.817274822503055,0.448296354213185,1.20911651956305,1066,23,"MYLK ITGB1 ITGA1 TLN1 MAPK1 FYN GSN ARHGAP5 ROCK1 RHOA PXN SHC1 HRAS PFN1","c2.cp"
"BIOCARTA_HIVNEF_PATHWAY",0.215062265269816,0.817274822503055,0.352787175269011,1.15029693063323,1087,57,"FAS MAP3K5 TNFRSF1A MAP3K14 BCL2 CASP7 TNFRSF1B CFLAR MAP3K1 ARHGDIB BIRC3 GSN RELA CRADD CHUK TNF FADD NFKB1 PAK2 CASP3 LMNB1 ACTG1 PARP1","c2.cp"
"BIOCARTA_IL7_PATHWAY",0.210423197492163,0.817274822503055,0.487693848822928,1.22288629834429,1073,17,"IL2RG IL7R IL7 NMI BCL2 LCK STAT5A FYN","c2.cp"
"BIOCARTA_BAD_PATHWAY",0.210114388922336,0.817274822503055,-0.44006297376603,-1.202750535432,1046,24,"ADCY1 YWHAH PRKAR1B PIK3R1 IGF1","c2.cp"
"BIOCARTA_UCALPAIN_PATHWAY",0.201066561327276,0.817274822503055,0.486155910929553,1.23564204785679,1017,18,"ITGB3 CAPNS2 EZR ITGB1 ITGA1 TLN1 ACTN2 RHOA PXN","c2.cp"
"PID_TXA2PATHWAY",0.210494931425164,0.817274822503055,0.356949964867748,1.15667851428156,1058,55,"PRKCH PTGDR EGFR ICAM1 PIK3R6 VCAM1 GNA12 SLC9A3R1 LCK HCK YES1 SELE PIK3R5 LYN SYK PRKG1 GNA14 GNA13 FYN FGR NOS3 TGM2 ROCK1","c2.cp"
"PID_NEPHRIN_NEPH1_PATHWAY",0.213108162444713,0.817274822503055,-0.411074210373352,-1.18340845612995,1059,30,"MAPK8 MAP2K4 PIK3R1 NPHS1 PIK3CD MAPK9 TRPC6 MAPK10 PRKCZ ARRB2 NCK2 PRKCI PARD6A WASL","c2.cp"
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS",0.207386924748173,0.817274822503055,0.483278251365548,1.22832802147809,1049,18,"AKR1D1 CYP7B1 CYP7A1 ACOX2 CH25H CYP8B1 HSD3B7 CYP46A1 CYP27A1","c2.cp"
"REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN",0.214723926380368,0.817274822503055,0.458236224808927,1.21174862054654,1084,21,"CA9 HIF1A EGLN3 EPAS1 HIF3A EGLN1 EP300 RPS27A UBA52 VEGFA UBE2D1 CREBBP EPO UBE2D3","c2.cp"
"REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS",0.205847491110233,0.817274822503055,0.476577721088066,1.23079310173946,1041,19,"CHST7 CHST11 BGN DCN CHSY1 CHST3 CHST15 CSPG4 BCAN CSGALNACT2 VCAN","c2.cp"
"REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES",0.210165389269867,0.817274822503055,-0.34813767273869,-1.15768084550289,1041,63,"NEK2 TUBA4A CDK1 YWHAG TUBB4B PRKACA TUBG1 CSNK1E CLASP1 FGFR1OP TUBB4A CENPJ TUBG2 CEP290 TUBB TUBGCP6 DYNLL1 DYNC1H1 CCNB1 CEP63 DCTN1 PAFAH1B1 TUBGCP2 DCTN2 ACTR1A SSNA1","c2.cp"
"REACTOME_STRIATED_MUSCLE_CONTRACTION",0.21032619571743,0.817274822503055,-0.436776581177467,-1.20499554063895,1050,25,"TNNT2 MYBPC2 TNNI1","c2.cp"
"REACTOME_MUSCLE_CONTRACTION",0.207242668765991,0.817274822503055,0.377952884719616,1.17452063565702,1052,44,"MYH11 ACTG2 ACTA2 VIM LMOD1 MYL9 MYH6 ITGB5 DES SORBS1 MYLK TCAP TNNC1 MYBPC1 VCL SORBS3 ITGA1 TLN1 NEB","c2.cp"
"REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM",0.213073170731707,0.817274822503055,0.289858634116639,1.11090754798781,1091,163,"APOA2 ABCA1 GPAM TBL1X CTGF CYP7A1 YAP1 AGT PPARA DGAT2 WWTR1 CPT2 PLIN2 ELOVL2 SLC25A20 TXNRD1 HADHB TEAD3 LPIN1 TEAD1 APOA1 TEAD4 LPIN3 ME1 CPT1A DECR1 ANGPTL4 HADHA GPD2 ELOVL7 G0S2 ACOX1 APOA5 ACACB HADH ACADS ABCB4 LPIN2 ACADL HSD17B12 ACSL1 AGPAT5 CD36 PRKAG2 PEX11A SREBF1 RXRA NCOA2 ACSL5 ELOVL5","c2.cp"
"REACTOME_IL_3_5_AND_GM_CSF_SIGNALING",0.200079239302694,0.817274822503055,0.38993123465502,1.18741550952027,1009,40,"IL2RA IL2RG CSF2RB IL2RB HCK YES1 VAV1 LYN SYK STAT5A PTPN6 FYN CSF2RA RAPGEF1 SHC1 STAT5B HRAS INPPL1 CBL JAK1 CRK IL3RA","c2.cp"
"REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION",0.201702817757957,0.817274822503055,-0.497907340834671,-1.2321068551025,994,16,"GNG13 GRP DPP4 PCSK1","c2.cp"
"REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS",0.202689143086494,0.817274822503055,-0.443348006865969,-1.21172896705521,1009,24,"KCNJ6 KCNJ3 GABBR2 GNG2 KCNJ9 GNG3 KCNJ12","c2.cp"
"REACTOME_INTRINSIC_PATHWAY",0.214271234542875,0.817274822503055,-0.492032761441434,-1.21756979379082,1056,16,"KNG1","c2.cp"
"REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT",0.206199725328625,0.817274822503055,0.506515931476756,1.22856109579208,1050,15,"APOA2 APOE LPL APOC2 HSPG2 APOA1 APOA5 MTTP","c2.cp"
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",0.219221604447975,0.822875297855441,0.424370706501515,1.19225726996497,1103,27,"ALAS2 CP HMOX1 UGT1A7","c2.cp"
"REACTOME_SIGNALING_BY_NODAL",0.218447560734742,0.822875297855441,0.477066863882773,1.21254079894988,1105,18,"CER1 LEFTY2 ACVR1C TDGF1 GDF1 NODAL","c2.cp"
"REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION",0.218222043443282,0.822875297855441,-0.406507910820331,-1.17834617275782,1084,31,"GNG13 ADCY1 GNG2 PRKAR1B GNAS GNG3","c2.cp"
"BIOCARTA_PGC1A_PATHWAY",0.221709470304976,0.82622665912214,-0.44510141571837,-1.19055360047221,1104,22,"MEF2C CAMK2A YWHAH CAMK2G CAMK2D PPP3CB CALM3 HDAC5 PPARGC1A MEF2A PPP3CC CALM1 CALM2","c2.cp"
"REACTOME_G1_S_SPECIFIC_TRANSCRIPTION",0.221212719731385,0.82622665912214,0.475390085969845,1.20827900299605,1119,18,"DHFRP1 RRM2 TFDP1 CDC25A","c2.cp"
"PID_FCER1_PATHWAY",0.223397883809144,0.829335719968178,0.348232047496608,1.14254745552415,1118,60,"ITK NFATC2 FCER1G FCGR2B PTPN13 SPHK1 S1PR1 LAT2 VAV1 LYN DOK1 SYK MAP3K1 LCP2 MAPK1 FYN BTK HCLS1 WIPF1 RELA CBLB PLD2 CHUK NFKB1 PAK2 PXN MS4A2 SHC1","c2.cp"
"NABA_PROTEOGLYCANS",0.224144789180589,0.829335719968178,0.412471223941689,1.18155646399423,1126,30,"ESM1 ASPN OGN PODNL1 IMPG1 FMOD HSPG2 PODN BGN DCN OMD SRGN PRELP","c2.cp"
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",0.231163708086785,0.851561570193577,0.37341683480181,1.15420320927541,1171,43,"ACAA2 ALDH7A1 IL4I1 EHHADH ALDH6A1 HADHB ALDH2 ALDH9A1 HADHA MCCC2 HADH ACADS HSD17B10 ALDH3A2 HIBCH HIBADH IVD BCKDHB AOX1 ABAT MUT ACAT1 HMGCL","c2.cp"
"REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION",0.23188122680211,0.851561570193577,0.306013802759586,1.11820575243382,1186,113,"GATA3 GATA6 HIST2H3D MYB NFE2 GATA4 H3F3AP6 HBB CABLES1 KLC3 DOCK4 TP53 HIST2H3C HIST2H3A WEE1 AK3 IRF1 KIF4B MAFF HDAC1 GATA2 HIST1H3D EHD2 DOCK1 IFNA2 IRF2 RACGAP1 HIST1H3G CAPZA2 AKAP1 DOCK2 ABL1 KIF11 DOCK8 SH2B3 HBD EP300 RAD51B CDK2 IRF7","c2.cp"
"REACTOME_MEIOTIC_RECOMBINATION",0.232617687610794,0.851561570193577,0.337778105894864,1.13737021090794,1180,68,"HIST2H3D HIST2H4A H3F3AP6 TEX15 HIST2H3C HIST2H3A HIST1H2AD HIST2H4B HIST1H2BK HIST1H2AB BRCA1 HIST4H4 HIST2H2AA4 CDK4 BRCA2 HIST1H3D HIST1H2BC HIST1H2BE HIST1H2AC HIST2H2AC HIST1H2BJ HIST1H4I HIST1H3G HIST1H2BF HIST1H4C NBN RBBP8 HIST1H2BD CDK2 RPA3 HIST1H4D MLH1 HIST1H2BH MSH5 MND1 H3F3A HIST2H2BE HIST1H3C H3F3B","c2.cp"
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",0.234390786017377,0.852125104880942,-0.445827502488824,-1.17753736052221,1159,21,"NEUROD1 HNF4A IAPP NEUROG3","c2.cp"
"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS",0.234631350069184,0.852125104880942,0.356245714195265,1.13962990377851,1186,51,"DHFRP1 ACP5 SLC46A1 MOCOS NAMPT MTHFD1 CYB5R3 PNPO PPCDC NMNAT1 SHMT1","c2.cp"
"REACTOME_RNA_POL_I_TRANSCRIPTION",0.236061684460261,0.852125104880942,0.33122367656045,1.12815305258178,1193,73,"HIST2H3D HIST2H4A H3F3AP6 HIST2H3C HIST2H3A HIST1H2AD HIST2H4B KAT2B HIST1H2BK HIST1H2AB TAF1A HIST4H4 HIST2H2AA4 HIST1H3D TAF1B HIST1H2BC HIST1H2BE HIST1H2AC PTRF HIST2H2AC HIST1H2BJ HIST1H4I HIST1H3G HIST1H2BF HIST1H4C MBD2 HIST1H2BD EHMT2 HIST1H4D POLR1B HIST1H2BH H3F3A HIST2H2BE HIST1H3C H3F3B RRN3","c2.cp"
"REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE",0.235813114096651,0.852125104880942,0.395261738735842,1.16054268510597,1175,34,"CHAT SLC5A7 SLC18A3 SLC32A1 GAD2","c2.cp"
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.238532110091743,0.858053007135576,-0.49211656374555,-1.1980075837056,1169,15,"ST8SIA5 ST6GALNAC5 B4GALNT1 ST8SIA1","c2.cp"
"BIOCARTA_CD40_PATHWAY",0.242495585638611,0.865825429553265,0.491405848618589,1.19191138982998,1235,15,"MAP3K14 CD40LG CD40 TNFAIP3 MAP3K1 RELA CHUK NFKB1","c2.cp"
"REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION",0.2432,0.865825429553265,0.436274401365687,1.17669167013319,1215,23,"TBL1X PPARA CPT1A SREBF1 RXRA NCOA2 NPAS2 RORA EP300 MED1","c2.cp"
"REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS",0.242092457420925,0.865825429553265,-0.370392232894051,-1.14491377910569,1193,43,"GNG13 ADRA2A ADCY1 RGS4 GNG2 PRKCE GNAS GNG3","c2.cp"
"WNT_SIGNALING",0.244917904612979,0.868955305407692,0.319319438924745,1.11551790193773,1252,85,"WNT3A PITX2 WNT6 FZD7 WIF1 PYGO1 KREMEN1 FZD2 LRP5 SFRP4 SLC9A3R1 FOSL1 WNT1 WNT8A WNT11 B2M FZD5 TCF7L1","c2.cp"
"KEGG_SMALL_CELL_LUNG_CANCER",0.246322808393803,0.870957097255903,0.319104887035871,1.11181621314272,1255,84,"LAMC2 RXRG ITGAV LAMA1 TP53 FN1 RARB CDKN2B LAMC1 COL4A6 BCL2 ITGA6 COL4A1 LAMA4 PIK3R5 LAMB2 ITGB1 TRAF5 CDK4 BIRC3 RELA E2F2 RXRA ITGA2 CHUK NFKB1 MYC COL4A2","c2.cp"
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",0.24831013916501,0.87499763324813,0.400032848011254,1.15330258982618,1248,31,"DDO GAD2 ALDH4A1 GLUD1 IL4I1 GPT2 AGXT CPS1 GLUL ALDH5A1 ADSSL1","c2.cp"
"KEGG_TRYPTOPHAN_METABOLISM",0.250394944707741,0.879353093956677,0.379991517342443,1.14373086824548,1267,38,"DDC HAAO CYP1B1 INMT MAOB ALDH7A1 IL4I1 EHHADH ALDH2 MAOA ALDH9A1 IDO2 CAT HADHA HADH GCDH ALDH3A2","c2.cp"
"KEGG_NITROGEN_METABOLISM",0.2616,0.883548148014245,0.429541183101511,1.15853126049228,1307,23,"CA12 HAL CA8 GLUD1 CA9 CPS1 AMT CA2","c2.cp"
"KEGG_CALCIUM_SIGNALING_PATHWAY",0.260204081632653,0.883548148014245,-0.279598810619763,-1.08279216793971,1274,173,"P2RX2 HTR2A PDE1A CACNA1G CCKBR P2RX6 CHRM3 ADCY1 P2RX3 GRIN2A ADRA1B CAMK2A SLC8A2 HTR7 PTGER3 BDKRB1 NOS2 CHRNA7 TACR3 ADRA1D CACNA1I GRM1 NTSR1 GNAS HTR5A DRD5 SLC25A31 GRIN1 CACNA1F ATP2B3 CAMK2G SLC8A3 P2RX7 CAMK2D ITPKA HRH1 PTK2B CACNA1C GRIN2D CACNA1A AVPR1B MYLK3 PPP3CB CALML6 CACNA1D ATP2B2 VDAC3 CHRM1 PRKACA BDKRB2 CHRM2 SPHK2 MYLK2 ITPR1 CACNA1B CALML3 CALM3 PPP3R2","c2.cp"
"KEGG_THYROID_CANCER",0.262676476436667,0.883548148014245,0.402811551287249,1.14795234634915,1320,29,"NTRK1 RXRG TP53 TCF7L1 MAPK1 TCF7 CCDC6 PAX8 RXRA NRAS MYC PPARG TCF7L2 TPR HRAS CTNNB1","c2.cp"
"KEGG_BASAL_CELL_CARCINOMA",0.261180679785331,0.883548148014245,0.344543460278243,1.11647585646275,1313,55,"WNT3A WNT6 FZD7 GLI2 GLI3 FZD2 TP53 SMO WNT1 WNT8A WNT11 BMP2 FZD5 TCF7L1 PTCH1 GLI1 SUFU","c2.cp"
"BIOCARTA_IL2_PATHWAY",0.252523253512765,0.883548148014245,0.443025755770176,1.17152642972508,1275,21,"IL2RA IL2RG IL2RB LCK SYK STAT5A SHC1 STAT5B HRAS JUN JAK1 FOS RAF1 SOS1","c2.cp"
"PID_SMAD2_3NUCLEAR_PATHWAY",0.259375613587277,0.883548148014245,0.31980955186863,1.10643528595748,1320,81,"GATA3 NKX2-5 FOXO1 SERPINE1 COL1A2 GSC ITGB5 CDKN2B RUNX3 CDKN1A LAMC1 TGIF2 KAT2B RUNX1 HDAC1 ATF3 CDK4 HSPA8 TFDP1 TFE3 TGIF1 SP1 VDR NCOA2 CBFB","c2.cp"
"PID_IL1_PATHWAY",0.259073591337477,0.883548148014245,0.388030307741548,1.13931021173246,1291,34,"IL1R2 IL1R1 IL1RN MYD88 ERC1 IL1A CASP1 TAB2 IRAK4 IRAK3 RELA CHUK NFKB1 SQSTM1 IRAK1 IL1B","c2.cp"
"PID_IL6_7_PATHWAY",0.261177860941501,0.883548148014245,0.359470368628785,1.1267290976454,1325,46,"FOXO1 TNFSF11 SOCS3 TIMP1 HCK A2M IL6R VAV1 STAT3 IRF1 IL6ST MCL1 HSP90B1 MITF GAB1 CEBPD","c2.cp"
"PID_HIV_NEF_PATHWAY",0.262281933025867,0.883548148014245,0.387050201364026,1.1364324849616,1307,34,"FAS MAP3K5 TNFRSF1A MAP3K14 BCL2 CASP7 CFLAR BIRC3 RELA CRADD CHUK TNF FADD NFKB1 CASP3","c2.cp"
"REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING",0.259611493322541,0.883548148014245,-0.442164481170433,-1.15774393211353,1282,20,"BTC NRG4 NRG1 CDK1","c2.cp"
"REACTOME_SYNTHESIS_OF_PC",0.256369741260122,0.883548148014245,0.461837569137146,1.17383314051389,1297,18,"CHAT SLC44A3 LPIN1 LPIN3 SLC44A4 SLC44A2 LPIN2 ACHE PCYT1B","c2.cp"
"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE",0.260114425827544,0.883548148014245,-0.359788335714878,-1.12822575685739,1272,47,"PDE1A ADCY1 FGF8 FGF5 FGF17 PRKCE PRKAR1B FGF9 FGF18 FGFR4 ADCY6 FGF10 PRKACA CALM3 ADCY7","c2.cp"
"REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK",0.258032915360502,0.883548148014245,0.468716593103732,1.17530106417496,1316,17,"PRKAG3 PRKAG2 PRKAA1 STRADB PRKAG1","c2.cp"
"KEGG_AXON_GUIDANCE",0.263917525773196,0.884849698061589,-0.292297062380039,-1.08543563881437,1279,127,"EPHA5 MET UNC5A PAK1 SEMA7A PLXNA1 SEMA3C NTNG1 RAC3 EPHA3 LIMK1 EFNA5 SEMA5B EPHA4 SEMA4F L1CAM SRGAP3 PAK3 UNC5D SLIT1 EPHB6 EPHB2 EPHA1 SEMA6C PPP3CB NTN4 RASA1 GNAI1 LRRC4C SEMA6B SLIT2 PPP3R2 GSK3B","c2.cp"
"REACTOME_REGULATION_OF_IFNA_SIGNALING",0.267019815577791,0.892362996576101,0.48288344523609,1.1712401876274,1360,15,"SOCS3 SOCS1 USP18 PTPN6 IFNAR2 IFNA2 PTPN1 JAK1 IFNAR1","c2.cp"
"REACTOME_GLYCOSAMINOGLYCAN_METABOLISM",0.268107476635514,0.893116867506085,0.303878908497322,1.09790178201256,1376,105,"OGN GPC5 SDC2 HPSE2 HAS2 HS6ST2 CHST6 CHST14 FMOD GPC3 SDC4 CD44 HS3ST5 HSPG2 CHST7 DSE CHST11 BGN DCN OMD UST GPC6 CHSY1 SDC3 PRELP CHST2 HS2ST1 CHST3 HAS3 B4GALT1 B3GNT2 GNS CHST15 NAGLU CSPG4 B4GALT4 BCAN HYAL2","c2.cp"
"KEGG_STARCH_AND_SUCROSE_METABOLISM",0.271263910969793,0.893241397286326,0.377205129162977,1.12823068061553,1364,37,"MGAM HK3 AMY1B PYGL UGT1A7 G6PC PYGM G6PC2 PGM1 PGM2 HK2","c2.cp"
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",0.277569540343263,0.893241397286326,0.468032334700379,1.15214991620333,1406,16,"VNN2 VNN1 UPB1 PPCDC","c2.cp"
"KEGG_RETINOL_METABOLISM",0.281127642913078,0.893241397286326,0.35233942368385,1.11071994696683,1435,47,"RDH8 RPE65 LRAT DHRS9 RDH10 ADH1B ALDH1A1 UGT1A7 DGAT2 ADH1C DHRS3 CYP2C19","c2.cp"
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",0.272727272727273,0.893241397286326,0.300058065836325,1.0916563884308,1397,110,"MMP9 ITK MYL9 NCF2 MMP2 CD99 ICAM1 CXCL12 MSN RHOH RAC2 VCAM1 NCF4 JAM2 CDH5 CLDN6 CLDN23 MYL12A CYBA EZR ITGB2 PIK3R5 VAV1 ITGB1 VASP PECAM1 VCL PLCG2 ITGAM MYLPF ARHGAP5 ROCK1 ACTN2 CTNNA1 RAP1B CLDN2 ITGAL PRKCA RHOA PXN VAV3 CLDN18 ACTG1 ESAM CYBB","c2.cp"
"KEGG_TASTE_TRANSDUCTION",0.278714859437751,0.893241397286326,-0.375718993529234,-1.11996947813853,1387,36,"GNG13 PDE1A TAS2R8 TAS2R20 GNAS GNG3 SCNN1G KCNB1 TAS2R10 ADCY6 CACNA1A","c2.cp"
"BIOCARTA_P53HYPOXIA_PATHWAY",0.281387006775608,0.893241397286326,0.426334152691734,1.13848101121992,1411,22,"NQO1 TP53 HSPA1A CDKN1A HIF1A GADD45A HSP90AA1 HIC1 ABCB1","c2.cp"
"BIOCARTA_PPARA_PATHWAY",0.274299344066786,0.893241397286326,0.341287674039508,1.10592564393973,1379,55,"APOA2 LPL NR0B2 PPARA HSPA1A FAT1 EHHADH APOA1 ME1 HSP90AA1 STAT5A ACOX1 MAPK1 CD36 RELA SP1 RXRA PRKCA TNF NRIP1 NR1H3 MYC","c2.cp"
"BIOCARTA_TNFR2_PATHWAY",0.282243729014418,0.893241397286326,0.450758977052782,1.1456751485966,1428,18,"MAP3K14 TNFAIP3 TANK TNFRSF1B MAP3K1 LTA RELA CHUK NFKB1","c2.cp"
