"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge","type"
"REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS",0.00268756998880179,0.0169939638926065,-0.712815258642826,-1.86019719534642,11,15,"CHRNB3 CHRNA6 CHRNA9 CHRNB2 CHRNA2 CHRNA3 CHRND","c2.cp"
"REACTOME_METABOLISM_OF_CARBOHYDRATES",0.00279365079365079,0.017557671957672,0.380638795724714,1.46068439288931,21,226,"OGN OMD LYVE1 FMOD DCN PCK1 PRELP HK3 GPC3 MGAM CD44 HK2 B4GALT1 CHST3 DSE PYGL GPC6 KERA SLC2A5 PGAM2 ALDOB SDC2 HYAL2 HS3ST3A1 SLC2A4 CHSY1 GPC4 VCAN HS3ST3B1 CHST14 HYAL1 SLC2A1 B4GALT4 GYS2 LUM PGM2 BGN CSPG4 CHST9 CHST11 SDC4 SLC25A1 HSPG2 B3GAT2","c2.cp"
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.0028324154209284,0.0176940650090527,0.56352663156561,1.73862699976041,17,47,"IL18 IFNA2 IL6 NFKBIA CASP1 IRF7 IL1B AIM2 PYCARD CCL4 RELA CCL5","c2.cp"
"REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER",0.00309194467046379,0.019199680378868,0.593004556060037,1.73564766990084,18,36,"WWTR1 TGIF1 MYC SERPINE1 JUNB TGIF2 SP1 CDKN2B HDAC1 SMAD4 E2F5 RBL1 RPS27A SMURF2 SKIL SMAD7","c2.cp"
"REACTOME_TCR_SIGNALING",0.00312353584257379,0.0192803968377918,0.553470727909068,1.72645808294075,19,50,"CD3E PTPRC FYB NFKBIA HLA-DRB1 HLA-DRB5 LCK HLA-DQA1 HLA-DPA1 GRAP2 CD4 VASP HLA-DPB1 RELA WAS CD3D TAB2 MALT1 RIPK2 HLA-DQA2 LCP2 IKBKB PAK2 ENAH CD3G NCK1 BCL10 CHUK PIK3CA MAP3K7","c2.cp"
"REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE",0.00326845936710741,0.0200555761165112,0.485732055488309,1.63157297292025,21,80,"S100A12 TLR2 NOD2 LY96 NFKBIA IRAK3 NFKB2 TLR1 FOS BTK TLR6 TLR4 RELA MYD88 MAPKAPK2 ATF1 TAB2 ELK1 SIGIRR MAP3K1 PPP2R1B PELI2 IRAK4 RIPK2 PELI1 RPS27A MAP2K3 IKBKB JUN NOD1","c2.cp"
"KEGG_VIRAL_MYOCARDITIS",0.00332577475434618,0.0202872260015117,0.510355121300775,1.67047141244737,21,67,"HLA-DRA CD86 ICAM1 HLA-G HLA-DMB ITGB2 HLA-DRB1 HLA-DRB5 HLA-DQA1 RAC2 HLA-DPA1 CD40LG HLA-DQB1 CD28 HLA-DPB1 HLA-DMA CAV1 ITGAL CD40 HLA-E CD55 MYH7 HLA-B LAMA2","c2.cp"
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX",0.00337889725080633,0.0204907394683401,0.527771569424751,1.69730222932165,21,60,"WWTR1 PARD3 TGIF1 TGFB1 MYC SERPINE1 TGFBR2 JUNB TGIF2 SP1 CDKN2B HDAC1 TGFBR1 PPP1CC SMAD4 E2F5 F11R RBL1 RPS27A XPO1 SMURF2 SKIL SMAD7 RHOA","c2.cp"
"PID_AVB3_INTEGRIN_PATHWAY",0.00359173900029931,0.0216548450192464,0.502749351525508,1.67140308744688,23,74,"COL1A1 COL2A1 COL1A2 COL6A2 KDR COL6A3 FGF2 COL8A2 COL4A6 CSF1 SPP1 COL3A1 CSF1R TGFBR2 COL8A1 PXN VEGFA ROCK1 FN1 ITGAV F11R COL5A1 TLN1 COL4A4 VAV3 ITGB3 VCL CDKN1B COL4A1 RHOA IGF1R COL11A1 CASP8 ILK","c2.cp"
"PID_ATF2_PATHWAY",0.00368833563854311,0.0221086939720763,0.533674296626627,1.69496719348904,23,55,"SOCS3 IL6 DUSP1 HBG2 HES1 FOS CCNA2 ARG1 JUNB SELE TGFB2 CBFB GADD45A BCL2 PLAU MMP2 ATF3 PDGFRA DDIT3 CSRP2 DUSP5 CCND1 JUN CDK4 RB1","c2.cp"
"PID_ERA_GENOMIC_PATHWAY",0.00383200490496628,0.0228378683129312,0.520747458773079,1.68012738205215,24,61,"POU4F2 POU4F1 PGR MYC KLRC3 CEBPB C3 STAT5A HDAC1 NR0B1 SMAD4","c2.cp"
"PID_FGF_PATHWAY",0.00388862964691243,0.0230429082505611,0.542344467717514,1.70314523017347,24,52,"MMP9 HGF FGF23 FGF2 SPP1 PLAUR FOS SDC2 CDH1 FGF17 FGFR4 PLAU GAB1 RUNX2 BGLAP PAK4 JUN FGF18 SHC1 RPS6KA1 PIK3CA MET CDH2 STAT5B FGFR3 SOS1 IL17RD FRS2","c2.cp"
"ST_GAQ_PATHWAY",0.00404448938321537,0.0238303152863315,0.632718225163183,1.75215175952825,23,27,"PITX2 NFKBIA NFKB2 CFB ITPKB ITPR2 ITPR3","c2.cp"
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION",0.00420294205944161,0.0246240164725477,0.496560218138433,1.64173471226876,27,71,"CEBPD KLF5 ANGPTL4 PCK1 KLF4 TNF TGFB1 CEBPB NR2F2 SLC2A4 RELA LPL PPARA PLIN1 FABP4","c2.cp"
"KEGG_SPLICEOSOME",0.00432477678571429,0.0251954692516051,0.433302386739873,1.55085854635042,30,123,"HSPA6 HSPA1A HSPA1B LSM6 U2AF1 HSPA1L RBM17 SNRPG SNRPA PRPF40A SYF2 SMNDC1 HSPA2 CWC15 PRPF38A TRA2A PRPF38B BUD31 SRSF10 HNRNPC LSM2 SNRNP27 SRSF1 THOC2 RBM22 ISY1 DDX23 DDX5 LSM7 THOC1 CCDC12 PRPF31 LSM5 PHF5A MAGOH SNRPE LSM3 SF3B2 NCBP2 SRSF7 DHX15 SRSF3 SF3B1 CTNNBL1 XAB2 PCBP1 PQBP1 PRPF18 EIF4A3 SRSF4 SNRPB2 NAA38 SRSF9 PRPF3 SNRPF USP39 HNRNPM","c2.cp"
"BIOCARTA_CASPASE_PATHWAY",0.00445129258688581,0.0257876559363161,0.65020096655477,1.73958176241025,25,23,"CASP4 CASP1 CASP7 BIRC3 CASP6 ARHGDIB LMNA LMNB1 PRF1 CASP10 CASP8 CASP2","c2.cp"
"REACTOME_OLFACTORY_SIGNALING_PATHWAY",0.00452830188679245,0.0260880503144654,-0.555257811864959,-1.74835815751326,17,32,"OR1F1 OR2T33 OR52A5 OR1E1 OR2M4 OR2L2 OR3A2 OR2W3 OR2K2 OR5B12 OR2T4 OR2A42 OR11A1 OR1L8","c2.cp"
"PID_NFAT_TFPATHWAY",0.00462962962962963,0.026524452629425,0.566294719364878,1.70834411073544,28,42,"GATA3 FOSL1 TNF IKZF1 IL2RA CD40LG FASLG FOS JUNB GBP3 NFATC2 MAF CREM NFATC1 SLC3A2","c2.cp"
"PID_S1P_S1P3_PATHWAY",0.00469090299882727,0.026727837416395,0.616093630892794,1.73328266908334,27,29,"CXCR4 FLT1 S1PR3 PDGFRB GNA13 S1PR1 VEGFA GNA14 ITGAV GNA12 GNAI3 JAK2 ITGB3 RHOA","c2.cp"
"KEGG_CHRONIC_MYELOID_LEUKEMIA",0.00478254371543865,0.0269537925701624,0.49046288713538,1.62781081357498,31,73,"CDKN1A RUNX1 NFKBIA TGFB1 MYC TGFBR2 PIK3R5 RELA STAT5A MECOM TGFB2 CDKN2A TGFB3 HDAC1 TGFBR1 PIK3CG SMAD4 CTBP2 NFKB1 CCND1 IKBKB CDK4 TP53 ARAF CDKN1B RB1 SHC1 SOS2 CHUK PIK3CA SHC4 BCL2L1 STAT5B SOS1 BAD RAF1","c2.cp"
"PID_DELTA_NP63_PATHWAY",0.00477935319420105,0.0269537925701624,0.562639776581211,1.70534352703738,29,43,"TP63 CEBPD RUNX1 PERP YAP1 SFN HES1 TOP2A IGFBP3 RRAD FOSL2 TCF7L1 STXBP4 CDKN2A HBP1 RAB38 ADA AXL","c2.cp"
"PID_HES_HEY_PATHWAY",0.00487881649354737,0.0273477443449115,0.544722888800704,1.68588598035918,30,48,"GATA4 TWIST1 NEUROG3 KDR ID1 HES1 CD4 MAML2 HEY2 HDAC1 ASCL1 RUNX2 STAT3 BGLAP TLE1 JAK2 TCF3 NOTCH1 CDKN1B RB1 HIF1A GHR MYOD1 RBPJ","c2.cp"
"KEGG_HEDGEHOG_SIGNALING_PATHWAY",0.00493370336108541,0.0275067225023956,0.527581077473623,1.66997067912534,31,54,"BMP5 WNT6 GAS1 GLI1 BMP6 BMP4 PRKX GLI2 ZIC2 WNT16 IHH SMO WNT3 CSNK1A1L","c2.cp"
"PID_P73PATHWAY",0.00506933055017146,0.0280039649382543,0.483769566339486,1.61357888293077,33,76,"SERPINA1 TP63 CDK2 GDF15 CDKN1A IL4R YAP1 SFN MYC CCNA2 SERPINE1 TP53I3 RELA FAS SP1 BCL2L11 HEY2","c2.cp"
"PID_MYC_ACTIV_PATHWAY",0.00507690010452441,0.0280039649382543,0.479315676497105,1.6009475113017,33,77,"MMP9 FOSL1 MYC RCC1 PIM1 ACTL6A PMAIP1 SNAI1 SLC2A1 MYCT1 RPL11 SMAD4 BMI1 PTMA CDC25A TK1 HSPD1 GPAM BIRC5 CDK4 MAX TP53 SHMT1 TAF12 CDCA7","c2.cp"
"KEGG_ECM_RECEPTOR_INTERACTION",0.0053167922020381,0.0287384990577541,0.474698893827803,1.60758225733904,35,84,"COL1A1 COL2A1 COL1A2 ITGA10 CD44 COL6A2 COL6A3 COL4A6 ITGA5 SPP1 COL3A1 ITGB4 ITGA1 SDC2 LAMB2 ITGB8 VWF LAMB4 ITGB1 FN1 ITGB5 LAMA2 ITGA6 ITGAV SDC4 THBS1 HSPG2 LAMA3 COL5A1 LAMC1 COL4A4 ITGA8 ITGA11 ITGB3 LAMA1 LAMA4 TNXB ITGA7 COL4A1 ITGB7 GP1BB GP9 COL11A1","c2.cp"
"KEGG_SMALL_CELL_LUNG_CANCER",0.0053167922020381,0.0287384990577541,0.473172325169944,1.60241248609901,35,84,"CDK2 NFKBIA COL4A6 MYC LAMB2 BIRC3 PIK3R5 RELA CDKN2B LAMB4 ITGB1 BCL2 FN1 LAMA2 ITGA6 ITGAV PIK3CG RXRG CKS1B LAMA3 RXRA LAMC1 COL4A4 NFKB1 CCND1 TRAF4 LAMA1 IKBKB LAMA4 CDK4 MAX TP53 CDKN1B RB1 COL4A1 TRAF2 CHUK LAMA5 PIK3CA","c2.cp"
"PID_CASPASE_PATHWAY",0.00528689161872182,0.0287384990577541,0.531686243155261,1.66485204138637,33,51,"KRT18 CASP4 VIM CASP1 TNFRSF1A TNF CASP7 BIRC3 CASP6 ARHGDIB GSN BCL2 MAP3K1 TFAP2A LMNA LMNB1 PRF1 CASP10 CASP8 CASP2 TRAF2 RIPK1 BID","c2.cp"
"REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE",0.00532091785833056,0.0287384990577541,0.60013638354087,1.70746445408995,31,31,"COL1A1 COL1A2 FCER1G SYK LCK RAC2 PIK3R5 LYN PLCG2 PIK3CG VAV1 VAV3 LCP2 RHOA FYN PIK3CA PIK3R6","c2.cp"
"BIOCARTA_KERATINOCYTE_PATHWAY",0.00551963412710929,0.0296573087555043,0.546309106516791,1.67900856464083,34,46,"HOXA7 NFKBIA TNFRSF1A TNFRSF1B TNF FASLG FOS EGFR RELA FAS SP1 PRKCH BCL2 MAP3K1 NFKB1 ETS1 MAP2K3 IKBKB JUN","c2.cp"
"PID_IL1_PATHWAY",0.00557925828683951,0.0298231486775906,0.586966141468732,1.69891474444701,33,34,"IL1R2 IL1RN IRAK3 IL1R1 CASP1 IL1B RELA MYD88 TAB2 TICAM2 IRAK4 NFKB1 IKBKB JUN","c2.cp"
"REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM",0.00566483084185681,0.0301252799128488,0.542414694509372,1.67349115395089,35,47,"DCN GPC3 CHST3 DSE GPC6 SDC2 CHSY1 GPC4 VCAN CHST14 HYAL1 BGN CSPG4 CHST9 CHST11 SDC4 HSPG2 B3GAT2","c2.cp"
"REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION",0.00614110254213082,0.0324914455928044,0.436206199073208,1.53818651850744,42,110,"NFE2 GATA4 IFNA2 GATA3 MAFF CDK2 HIST1H3H WEE1 IRF7 HBG2 HIST1H3D IRF1 DOCK2 HBB DOCK8 DOCK6 GATA2 HMG20B HIST1H3E HDAC1 H3F3A KIF5B AK3 EHD2","c2.cp"
"PID_TAP63_PATHWAY",0.00619003404518725,0.0325840878419248,0.522747329741821,1.64953298244266,39,53,"TP63 GDF15 CDKN1A PERP TFAP2C DHRS3 ITGB4 IGFBP3 TP53I3 FAS CDKN2A JAG1 PMAIP1 SP1 GADD45A HBP1 ADA NQO1 S100A2 PML AEN TRAF4 IKBKB","c2.cp"
"REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS",0.00625858647534728,0.0327785564390663,0.497501011206373,1.61044510141294,40,62,"S100A12 IFNA2 TNFAIP3 NFKBIA NFKB2 IRF7 IRF1 RELA RNF135 HERC5 NLRC5 MAP3K1 IRF2 RPS27A IKBKB IRF3 IFIH1 CASP10 CASP8 TRAF2 CHUK UBE2L6 RIPK1 MAVS NFKBIB PCBP2 TANK UBE2D3 DDX58 UBA52 ISG15 AGER ATG12","c2.cp"
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",0.00654911838790932,0.0337882376530446,-0.306580908553849,-1.35695162263787,12,249,"GABRA6 GRM4 HTR2C NPBWR2 SSTR5 P2RX2 CCKAR HCRTR1 GRM5 CHRNB3 MCHR2 MTNR1A HTR6 NPFFR2 CHRNA6 ADRA1D CHRM4 MAS1 HTR4 AVPR2 CHRNA9 FSHR CHRM2 CHRNB2 CHRNA2 PRLHR CHRNA3 NMBR ADRA1B MC2R PTGER3 GRIN3B GALR1 GRIN3A MCHR1 P2RX3 HTR2B GRIK3 DRD3 SCTR GABRG3 HCRTR2 RXFP1 BDKRB1 CRHR1 TSHR GABRD CHRND LTB4R2 GRIN2B CHRM1 CCKBR NPBWR1 NPY5R GRM2 VIPR1 DRD5 GRIN1 GRIN2A SSTR4 GPR156 ADRA2A CGA GRM8 BDKRB2 P2RX6 OPRL1 CRHR2 GLRA2 GRID2 NPY2R GABRP GRM3 ADORA1 RXFP2 TACR2 S1PR5 CHRNA4 HTR2A CHRM3 GABRB2 DRD2 GABBR2 GABBR1 GRIK2 GABRA1","c2.cp"
"BIOCARTA_CYTOKINE_PATHWAY",0.00650171573054,0.0337882376530446,0.718106799921806,1.74059719860772,35,15,"IL18 IL6 LTA IL9 TNF IL10 IL12A","c2.cp"
"PID_TCR_PATHWAY",0.00653098420413123,0.0337882376530446,0.485307365378352,1.58455317968963,42,66,"CD3E PTPRC HLA-DRA FYB CD86 HLA-DRB1 MAP3K8 LCK GRAP2 CD4 CD28 PTPN6 INPP5D ORAI1 WAS CD3D RAP1A SLA2 VAV1 MALT1 CD80","c2.cp"
"PID_IL2_STAT5_PATHWAY",0.00670128999832468,0.0344021669715975,0.60688414941051,1.70737323934073,39,29,"LTA IL2RG LCK MYC IL2RA FASLG CCNA2 ELF1 STAT5A SP1 BCL2","c2.cp"
"KEGG_ADHERENS_JUNCTION",0.0067893783946892,0.0346826866763187,0.48562181841953,1.59478307578034,44,68,"PARD3 RAC2 TGFBR2 EGFR PTPN6 YES1 CDH1 TCF7L1 SNAI2 ERBB2 WAS LEF1 SNAI1 IQGAP1 TGFBR1 SMAD4 WASF2 TCF7 VCL RHOA IGF1R TCF7L2 SORBS1 FYN CTNNA1 FER MAP3K7 TJP1 PTPRB MET","c2.cp"
"KEGG_CELL_CYCLE",0.0069666991779295,0.0352413026707946,0.426138008566938,1.52721280680026,49,124,"GADD45B CDK2 CDKN1A SFN WEE1 TGFB1 MYC GADD45G CDKN2C CCNA2 CDC14A CHEK2 TGFB2 PTTG2 CDKN2A CDKN2B CDC45 GADD45A TGFB3 HDAC1 ORC1 SMAD4 E2F5 STAG2 STAG1 RBL1 CDC26 MAD2L2 CDC25A PCNA CDKN1C PTTG1 MCM5 CCND1 CDC6 CDK4 TP53 MCM7 CDKN1B RB1 CCND3 CHEK1 ANAPC11 DBF4 CDK1 E2F4 ATM CDC16 SMC3 BUB3 ESPL1 RBL2 MCM3 RAD21 SMAD2 SKP2","c2.cp"
"WNT_SIGNALING",0.0069413675971053,0.0352413026707946,0.461387501283056,1.56250282118773,46,84,"PITX2 WNT6 WISP1 FRZB FOSL1 FZD2 MYC WNT16 TCF7L1 B2M LEF1 FZD1 WNT3 RPL13A CTBP2 DKK1 SLC9A3R1 FZD8 FZD4 LRP5 PYGO1 FZD5 TCF7 TLE1 CCND1 FZD7 WNT5B JUN CCND3","c2.cp"
"BIOCARTA_CARDIACEGF_PATHWAY",0.00724893917963225,0.0364910190741682,0.680018703050427,1.72128946342471,40,18,"AGTR1 EDN1 MYC FOS EGFR RELA ADAM12 EDNRB AGT NFKB1 JUN EDNRA RHOA","c2.cp"
"ST_TUMOR_NECROSIS_FACTOR_PATHWAY",0.00753895124811526,0.0377391070034813,0.603709919461862,1.69844304191326,44,29,"TNFAIP3 NFKBIA NFKB2 TNFRSF1A TNFRSF1B TNF BIRC3 CFLAR NFKB1 JUN CASP8 TRAF2 MAP3K7 RIPK1 NFKBIB BIRC2 MAP3K3 NFKBIL1","c2.cp"
"REACTOME_IL1_SIGNALING",0.00756965694958931,0.0377391070034813,0.558399242266413,1.65998830964952,46,39,"IL1R2 IL1RN NOD2 IRAK3 IL1R1 MAP3K8 IL1B TNIP2 MYD88 TAB2 PELI2 IRAK4 RIPK2 PELI1","c2.cp"
"BIOCARTA_CSK_PATHWAY",0.00768558951965066,0.038133762353482,0.660579993551497,1.7141234826668,43,20,"CD3E PTPRC HLA-DRA HLA-DRB1 LCK CD4 CD3D","c2.cp"
"BIOCARTA_DEATH_PATHWAY",0.00775193798449612,0.0382798080472499,0.581817892356681,1.67499743978668,46,33,"NFKBIA TNFRSF10A CASP7 BIRC3 RELA TNFRSF10B CASP6 BCL2 LMNA CFLAR NFKB1 CASP10 CASP8 TRAF2 CHUK RIPK1 BID BIRC2 TNFSF12 GAS2","c2.cp"
"BIOCARTA_CCR5_PATHWAY",0.00784733369003032,0.0384779503163207,0.68790388892874,1.71732757366402,43,17,"CCL2 CXCR4 CCR5 FOS CCL4","c2.cp"
"REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS",0.00786627335299902,0.0384779503163207,-0.572471666412838,-1.7267157882258,31,27,"CACNG2 NSF PRKCG PRKCB CAMK2D CACNG3 CACNG8 AKAP5 CAMK2B AP2A1 AP2M1 GRIA3 GRIA4 EPB41L1 CAMK2A AP2B1 GRIP2 GRIA1","c2.cp"
"REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR",0.00796359499431172,0.0387711174136209,-0.641316649277545,-1.72869750808622,34,17,"RASGRF1 NEFL GRIN2B CALM3 GRIN1 GRIN2A ACTN2 CAMK2D CALM1 CAMK2B RASGRF2 CAMK2A","c2.cp"
"PID_SYNDECAN_4_PATHWAY",0.0083139341536415,0.0402876155015245,0.589795037892866,1.6780420084831,49,31,"MMP9 CXCR4 FGF2 ITGA5 CCL5 ADAM12 ITGB1 FN1 TFPI SDC4 THBS1 LAMA3 MDK SDCBP FZD7 LAMA1","c2.cp"
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",0.00894233734196731,0.0431311805749772,0.509393224499072,1.61240003741623,57,54,"TUBAL3 KRT18 CD14 HCLS1 LY96 TLR5 TUBB6 EZR ARPC1B TLR4 TUBA1C CDH1 WAS ITGB1 ROCK1","c2.cp"
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",0.00902777777777778,0.0431419610855095,0.647044770386158,1.69544868660255,51,21,"MNX1 PDX1 FOXA3 NKX6-1 NEUROG3 HES1 HHEX MAFA PAX6 NR5A2","c2.cp"
"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX",0.00901974132062628,0.0431419610855095,0.628025971324914,1.69874071812085,52,24,"MMP9 MMP8 TPSAB1 TIMP1 MMP14 MMP3 PRSS2 MMP25 MMP2 KLKB1","c2.cp"
"BIOCARTA_IL10_PATHWAY",0.0092741216336722,0.0441158905234774,0.682377635990686,1.70353147990397,51,17,"IL6 TNF HMOX1 IL10 STAT5A IL10RA STAT3","c2.cp"
"PID_HNF3B_PATHWAY",0.00941890166028097,0.0446000046653487,0.53716575238577,1.62047061043797,58,42,"FOXA1 CEBPD PDX1 FOXA3 PCK1 TTR FOXF1 ALDOB CEBPB SP1","c2.cp"
"KEGG_NOTCH_SIGNALING_PATHWAY",0.00946222993218735,0.0446015110894468,0.525770922053697,1.61588717932186,59,46,"HES1 NOTCH2 DTX3L DLL4 JAG1 MAML2 DLL1 MFNG HDAC1 DTX2 NOTCH4 NOTCH3 LFNG CTBP2 KAT2B","c2.cp"
"REACTOME_SIGNALING_BY_SCF_KIT",0.00972762645914397,0.0456450164621371,0.466096104526228,1.54954842962651,64,74,"MMP9 CDKN1A LCK GRAP2 FOXO1 PTPN6 STAT5A TEC YES1 FES LYN SOCS6 FOXO4 VAV1 SOCS1 STAT3 GRAP JAK2 CDKN1B SH2B2 CHEK1 RICTOR FYN CHUK FER PIK3CA CDK1 STAT5B SOS1 BAD PHLPP1 RAF1","c2.cp"
"REACTOME_AMINE_LIGAND_BINDING_RECEPTORS",0.010062893081761,0.0470054960620998,-0.530792580648241,-1.6713236959367,39,32,"HTR2C HTR6 ADRA1D HTR4 CHRM2 ADRA1B HTR2B DRD3 CHRM1 DRD5 ADRA2A HTR2A CHRM3 DRD2","c2.cp"
"BIOCARTA_CTLA4_PATHWAY",0.0101658640984484,0.047273547399511,0.678508784315853,1.69387302940451,56,17,"CD3E HLA-DRA CD86 HLA-DRB1 LCK CD28 CD3D CD80","c2.cp"
"PID_TCPTP_PATHWAY",0.010536398467433,0.0487778804050356,0.535169361826962,1.61444808905954,65,42,"KDR HGF CSF1 ITGA1 CSF1R EGFR PDGFRB STAT5A VEGFA ITGB1 GAB1 STAT3 LMAN1","c2.cp"
"REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS",0.0109947643979058,0.050673647469459,-0.501464893762236,-1.62938123719163,41,37,"RASGRF1 CAMK4 NEFL ADCY1 GRIN2B CALM3 GRIN1 GRIN2A ACTN2 CAMK2D CALM1 CAMK2B GRIA3 RASGRF2 GRIA4 MAPK1 CAMK2A PDPK1 CAMKK1 GRIA1 CALM2 PRKACB BRAF GRIA2","c2.cp"
"REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE",0.0111630713531453,0.051221703509786,0.467354388841713,1.53831611691184,73,69,"S100A12 CD14 NOD2 LY96 NFKBIA NFKB2 FOS TLR4 RELA MAPKAPK2 ATF1 TLR3 TAB2 TICAM2 ELK1 PPP2R1B RIPK2 RPS27A MAP2K3 IKBKB JUN NOD1 MAPKAPK3 RPS6KA1 CHUK MAP3K7 CDK1 IRAK2 RIPK1 NFKBIB","c2.cp"
"KEGG_VEGF_SIGNALING_PATHWAY",0.0118175018698579,0.0539856803482054,0.459109978975103,1.52152312309362,78,72,"PLA2G2A HSPB1 KDR RAC2 NOS3 NFATC4 PIK3R5 NFATC2 SH2D2A PXN VEGFA MAPKAPK2 SPHK1 NFATC1 PLCG2 PIK3CG","c2.cp"
"REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE",0.0121971878705743,0.0552335538069237,0.60427061808271,1.6485344421371,71,25,"F13A1 F10 SERPING1 VWF F5 PROS1 THBD SERPINC1 F3 PRCP TFPI F11 KLKB1","c2.cp"
"REACTOME_IL_3_5_AND_GM_CSF_SIGNALING",0.01216,0.0552335538069237,0.536244372735629,1.60352654884617,75,40,"IL2RG SYK HCK IL2RA CSF2RB PTPN6 STAT5A TEC YES1 CSF2RA BLNK IL3RA LYN INPPL1 VAV1","c2.cp"
"REACTOME_APOPTOSIS",0.012815269256987,0.0577801487804155,0.398027500318386,1.45049659606254,93,140,"DSP DSG2 HIST1H1C VIM HIST1H1D TNFRSF1A TNF CASP7 FASLG TNFRSF10B CDH1 CASP6 FAS BMF PMAIP1 GSN ARHGAP10 BCL2L11 TJP2 PSMB8 ROCK1 BCL2 BMX PSMB9 HMGB2 OCLN LMNA RPS27A CFLAR LMNB1 PSME1","c2.cp"
"PID_IL2_1PATHWAY",0.0129990714948932,0.0583551391350834,0.500052268894277,1.57791855368019,83,53,"SOCS3 CDK2 IL2RG SYK CISH DOK2 LCK MYC IL2RA FOS STAT5A MAPKAPK2 BCL2 SOCS1 STAT3 IKZF3","c2.cp"
"ST_ADRENERGIC",0.0134558582212012,0.0601453662732139,0.556813552135371,1.61164109272747,81,34,"PITX2 CFB ITPKB EGFR ITPR2 ITPR3 GAST","c2.cp"
"BIOCARTA_CD40_PATHWAY",0.0137258443200289,0.0601626846819236,0.686149683360297,1.66313731719649,75,15,"TNFAIP3 NFKBIA DUSP1 CD40LG RELA CD40 MAP3K1 NFKB1 IKBKB","c2.cp"
"PID_E2F_PATHWAY",0.0137498131818861,0.0601626846819236,0.455467269917386,1.51166289366222,91,73,"CES1 CDK2 CDKN1A CASP7 MYC CDKN2C CCNA2 SERPINE1 CDKN2A HIC1 MCL1 SP1 HBP1 HDAC1 PLAU UXT ORC1 E2F5 SIRT1 MYBL2 KAT2B RBL1 CDC25A TK1 POLA1 CDC6 CDKN1B RB1 CCND3","c2.cp"
"PID_TGFBR_PATHWAY",0.0135238973413247,0.0601626846819236,0.492428080644684,1.56396784915698,87,55,"TGFBR3 YAP1 TGFB1 TGFBR2 CAV1 CTGF BAMBI TGFB2 DAB2 TGFB3 TGFBR1 TAB2 SMAD4 OCLN PML SMURF2 SKIL SMAD7 SHC1 RHOA","c2.cp"
"REACTOME_DOWNSTREAM_TCR_SIGNALING",0.0136895926109187,0.0601626846819236,0.564926110356955,1.62636763315016,82,33,"CD3E NFKBIA HLA-DRB1 HLA-DRB5 LCK HLA-DQA1 HLA-DPA1 CD4 HLA-DPB1 RELA CD3D TAB2 MALT1 RIPK2 HLA-DQA2 IKBKB CD3G BCL10 CHUK PIK3CA MAP3K7 CD247","c2.cp"
"REACTOME_ION_CHANNEL_TRANSPORT",0.0137216465975917,0.0601626846819236,-0.454409039488345,-1.57845400859047,48,51,"GABRA6 ATP12A ATP1A3 ATP2B2 HTR3B ATP8A2 GABRG3 ATP10B ATP2B3 ATP2C2 ATP1A1 ATP2A2 ARHGEF9 ATP2A3 ATP9A GLRA2 ATP1B1 GABRB2 GABRA1 GABRA3 GABRG2 ATP1A4 ATP9B","c2.cp"
"BIOCARTA_TNFR2_PATHWAY",0.0143210749646393,0.061665024885055,0.653316558764124,1.65369997007007,80,18,"LTA TNFAIP3 NFKBIA TNFRSF1B DUSP1 RELA MAP3K1 NFKB1 IKBKB TRAF2 CHUK RIPK1 TANK","c2.cp"
